ZIP Code,ZIP Code Tabulation Area (ZCTA) Map,ZCTA UNS (/5),ZCTA UNS,Population Size,State,All-Cause Mortality,Associate Degree or Higher,Asthma,Below 200% Federal Poverty Level,Below Poverty Level,Broadband Access,Cervical,Chlamydia,Diphtheria Tetanus Pertussis 3 Dose (DTP3) Coverage,Dental Visit,Diabetes,Drug Mortality,Foreign Born,Health Center Penetration,Health Center Penetration Total Population,Housing Stress,Life Expectancy,Healthy Food,Linguistic Isolation,Low Birthweight,No High School Diploma,No High School Diploma Age 25+,Vehicle Access,Non White,Obesity,Pap Smear Screening,Poor Mental Health,Poor Physical Health,Preterm Births,Preventable Hospital Stays,Single-Parent Household,Smoking,Under 5 Mortality,Unemployment,Uninsured,Violent Crime,All-Cause Mortality (Percentile),Associate Degree or Higher (Percentile),Asthma (Percentile),Below 200% Federal Poverty Level (Percentile),Below Poverty Level (Percentile),Broadband Access (Percentile),Cervical (Percentile),Chlamydia (Percentile),Diphtheria Tetanus Pertussis 3 Dose (DTP3) Coverage (Percentile),Dental Visit (Percentile),Diabetes (Percentile),Drug Mortality,Foreign Born (Percentile),Health Center Penetration (Percentile),Health Center Penetration Total Population (Percentile),Housing Stress (Percentile),Life Expectancy (Percentile),Healthy Food (Percentile),Linguistic Isolation (Percentile),Low Birthweight (Percentile),No High School Diploma (Percentile),No High School Diploma Age 25+ (Percentile),Vehicle Access,Non White (Percentile),Obesity (Percentile),Pap Smear Screening (Percentile),Poor Mental Health (Percentile),Poor Physical Health (Percentile),Preterm Births (Percentile),Preventable Hospital Stays (Percentile),Single-Parent Household (Percentile),Smoking (Percentile),Under 5 Mortality (Percentile),Unemployment (Percentile),Uninsured (Percentile),Violent Crime (Percentile),
35615,35615,0,,0,AL,,,10.20,,,,90.10,296.70,91.20,68.90,14.10,15.64,,1.00,1.00,0.15,77.70,,,0.10,,,,,41.10,,13.60,10.50,,2795,,12.10,8.51,,0,160.12,,,44.23,,,,0.06,42.30,43.01,20.06,82.83,13.14,,6.61,1.36,6.94,58.47,,,94.87,,,,,83.48,,16.10,24.25,,52.42,,11.51,91.96,,4.67,29.93,
35673,35673,14,68.45,7350,AL,950.00,0.21,10.75,0.33,0.13,0.83,82.52,363.75,91.20,59.97,12.36,27.62,0.15,0.09,0.03,0.15,74.56,0.28,3.10,0.10,0.09,0.08,0.05,0.07,42.13,82.15,19.42,14.39,0.11,3704.21,0.13,22.10,8.51,3.10,0.09,233.04,87.11,79.18,64.81,57.71,59.80,53.79,44.05,55.53,43.01,60.92,66.60,48.22,43.80,69.98,62.31,7.91,90.71,93.26,69.80,94.87,47.00,48.41,61.59,58.52,88.40,11.81,87.98,75.81,84.66,88.09,31.21,80.59,91.96,35.04,66.00,48.47,
35648,35648,11,55.08,3322,AL,880.00,0.28,9.83,0.23,0.07,0.73,83.79,462.60,91.20,61.39,11.69,20.51,0.10,0.06,0.01,0.18,76.33,0.02,0,0.10,0.14,0.15,0.03,0.07,37.00,82.11,17.28,13.09,0.11,2542,0.12,18.63,8.51,7.40,0.05,268.60,76.91,63.12,31.22,32.82,31.10,81.22,27.21,67.55,43.01,55.21,57.73,26.45,63.96,74.84,72.08,17.66,76.24,16.45,14.63,94.87,72.38,75.96,43.65,57.87,52.87,12.06,67.23,60.71,83.45,39.60,29.42,56.65,91.96,78.39,43.13,55.91,
31904,31904,16,79.60,34523,GA,950.00,0.38,10.20,0.37,0.18,0.83,79.91,839.90,88.70,59.21,12.50,19.69,0.17,0.06,0.02,0.30,74.35,0.11,2.40,0.11,0.13,0.13,0.12,0,36.90,75.92,17.60,12.90,0.13,2748,0.33,18.50,7.40,6.70,0.14,566.92,87.11,37.61,43.97,67.09,76.55,52.96,75.68,94.53,71.59,63.62,68.21,23.96,35.11,74.93,65.95,72.73,91.78,65.10,64.93,94.88,69.21,69.08,89.75,73.50,52.01,82.06,71.28,58.07,95.28,50.23,79.49,55.49,75.06,73.75,82.55,89.52,
38457,38457,16,80.55,657,TN,1070.00,0.07,10.89,0.29,0.13,0.68,80.32,348.00,88.30,50.16,13.28,41.65,0.02,0,0,0.15,73.77,0.01,0,0.09,0.16,0.17,0,0,40.29,78.19,19.48,15.88,0.11,3089,0.07,24.47,7.34,3.80,0.17,462.40,95.34,96.36,69.11,47.53,58.76,88.23,71.59,52.24,77.22,89.32,76.39,78.97,87.32,92.28,91.23,6.90,94.47,14.47,14.63,79.38,77.72,81.09,8.21,73.10,78.73,64.97,88.25,88.19,75.84,67.82,17.67,90.31,72.83,43.80,88.83,82.49,
38471,38471,13,66.77,279,TN,920.00,0.24,10.91,0.52,0.34,0.84,80.36,316.90,88.30,51.20,15.62,30.54,0.07,0.66,0.34,0.16,75.08,0.12,0,0.09,0.23,0.09,0,0,37.28,78.83,19.05,17.16,0.11,3170,0.20,26.12,7.34,11.60,0.25,296.97,83.14,73.40,70.57,88.30,94.75,50.76,71.30,45.88,77.22,87.31,90.92,55.30,74.70,20.25,10.79,10.69,87.35,66.60,14.63,79.38,90.89,51.13,8.21,76.50,55.37,56.91,85.18,94.17,82.04,71.35,53.78,94.24,72.83,91.38,96.16,60.85,
36832,36832,15,75.12,26883,AL,900.00,0.51,11.58,0.51,0.37,0.85,72.40,493.92,91.20,62.47,6.24,13.80,0.08,0.01,0,0.41,77.93,0.16,7.00,0.10,0.07,0.09,0.05,-0.09,34.52,78.46,24.24,9.74,0.11,2416.29,0.35,13.30,8.51,1.90,0.08,415.80,80.99,17.49,85.88,87.83,96.09,45.32,98.38,71.09,43.01,50.44,2.42,9.05,73.11,84.39,81.28,92.01,55.02,76.87,84.25,94.87,35.63,50.81,60.94,87.61,34.20,61.47,99.05,15.58,82.18,32.35,81.03,16.61,91.96,23.21,58.54,77.15,
36804,36804,15,75.39,19094,AL,860.00,0.36,10.50,0.45,0.14,0.78,84.22,502.53,91.20,65.28,11.58,14.23,0.10,0.01,0,0.24,77.77,0.19,2.90,0.10,0.15,0.14,0.01,0.02,40.62,81.02,17.80,12.74,0.11,2435.06,0.27,17.74,8.51,5.30,0.13,420.29,73.26,40.63,56.19,80.57,65.48,70.72,22.07,71.94,43.01,36.32,56.26,10.02,62.28,83.92,79.96,50.84,57.60,83.62,68.54,94.87,75.50,73.35,19.35,70.50,80.83,21.51,73.62,55.93,81.82,33.34,69.73,48.83,91.96,61.43,79.83,77.55,
31808,31808,6,29.98,8388,GA,650.00,0.48,9.15,0.15,0.05,0.87,84.98,470.11,88.70,70.12,9.65,19.86,0.25,0.08,0.01,0.20,78.18,0.03,1.50,0.11,0.03,0.03,0,0.26,32.73,79.75,14.03,10.03,0.12,2595.57,0.11,13.42,7.40,3.80,0.05,248.24,20.08,21.28,12.50,15.60,19.00,38.54,15.17,68.26,71.59,15.86,27.86,24.18,14.75,70.49,73.58,28.70,51.17,25.80,56.03,94.88,13.15,13.87,17.30,15.14,25.25,40.62,21.01,18.76,85.39,42.28,27.98,17.15,75.06,43.80,38.20,52.15,
36874,36874,12,58.89,9457,AL,1010.00,0.35,10.11,0.34,0.10,0.84,85.55,505.20,91.20,68.60,10.91,14.54,0.11,0.01,0,0.14,77.69,0.04,0,0.10,0.10,0.09,0.01,0.06,39.21,82.45,16.55,11.93,0.11,2443.7,0.22,16.25,8.51,4.00,0.11,420.93,92.05,42.35,41.80,59.34,44.29,49.60,11.08,72.20,43.01,21.19,46.33,10.67,60.43,83.62,80.23,6.05,58.63,31.11,14.63,94.87,53.93,48.88,21.28,59.58,71.61,9.74,56.71,44.02,78.83,33.77,58.51,35.45,91.96,46.27,73.08,77.76,
36870,36870,13,62.95,19445,AL,810.00,0.38,10.53,0.30,0.14,0.85,84.08,535.49,91.20,65.84,9.58,16.48,0.15,0.04,0.01,0.22,77.06,0.20,0.70,0.10,0.10,0.10,0.03,0.06,39.03,82.44,18.61,11.90,0.11,2516.65,0.28,17.78,8.51,6.60,0.10,434.85,62.21,36.47,57.23,49.80,64.58,48.02,23.75,75.31,43.01,33.52,26.72,14.83,41.04,80.00,75.02,41.08,67.21,84.70,43.76,94.87,56.20,54.80,41.25,60.53,70.28,9.80,81.82,43.31,79.07,38.46,71.00,49.15,91.96,73.02,68.22,79.64,
35620,35620,11,54.81,11487,AL,820.00,0.25,10.30,0.25,0.13,0.89,82.71,296.70,91.20,60.72,11.10,15.64,0.16,0.07,0.02,0.15,77.70,0.02,1.70,0.10,0.11,0.11,0,0.11,37.90,83.71,19.18,13.09,0.11,2795,0.10,20.57,8.51,3.60,0.11,160.12,63.40,71.06,47.32,38.99,61.50,29.21,41.37,42.30,43.01,58.02,49.33,13.14,36.50,73.55,69.56,9.00,58.47,17.17,58.33,94.87,60.51,63.20,16.46,45.99,60.84,4.16,86.12,60.78,83.73,52.42,24.80,71.07,91.96,41.24,73.16,29.93,
35613,35613,9,45.98,20447,AL,800.00,0.42,9.73,0.21,0.09,0.90,84.63,296.70,91.20,62.60,10.85,15.64,0.21,0.07,0.01,0.14,77.70,0.29,2.90,0.10,0.10,0.10,0.01,0.21,37.93,84.34,17.21,12.00,0.11,2795,0.16,18.54,8.51,3.20,0.07,160.12,59.65,29.52,27.87,29.90,39.96,28.07,18.04,42.30,43.01,49.87,45.32,13.14,21.58,73.50,71.48,4.72,58.47,93.51,68.54,94.87,56.17,57.64,18.37,21.46,61.18,2.60,66.48,45.14,84.73,52.42,41.24,55.98,91.96,36.30,55.54,29.93,
35614,35614,14,67.75,6767,AL,790.00,0.22,10.39,0.39,0.20,0.79,82.52,296.91,91.20,59.14,12.00,15.65,0.10,0.08,0.03,0.20,77.70,0.07,2.10,0.10,0.16,0.16,0.02,0.08,38.48,81.13,18.97,13.79,0.11,2794.68,0.11,20.86,8.51,6.70,0.09,160.26,55.76,77.05,51.08,71.06,82.06,67.77,44.08,42.32,43.01,63.95,62.19,13.17,66.10,72.31,62.28,28.68,58.48,47.80,62.44,94.87,78.28,79.18,26.57,53.74,65.77,20.28,84.57,69.41,83.25,52.40,27.56,73.03,91.96,73.75,65.78,29.97,
38463,38463,13,65.08,2406,TN,940.00,0.18,11.00,0.33,0.14,0.74,80.76,325.15,88.30,50.31,13.43,33.49,0.11,0.23,0.08,0.17,74.73,0.06,0,0.09,0.19,0.19,0.02,0.06,38.31,79.58,19.99,16.12,0.11,3148.51,0.07,26.67,7.34,10.10,0.09,340.85,85.92,85.66,72.87,57.85,64.02,80.51,67.04,48.17,77.22,88.90,77.78,63.12,60.62,47.45,41.58,15.28,89.61,42.18,14.63,79.38,85.10,84.81,34.61,59.92,64.53,43.21,91.01,89.59,76.04,70.16,19.15,95.19,72.83,88.53,64.47,67.74,
38452,38452,14,70.23,1187,TN,840.00,0.10,11.01,0.36,0.19,0.71,79.71,316.90,88.30,51.21,14.19,30.54,0.16,0.35,0.13,0.16,75.08,0.09,5.60,0.09,0.19,0.22,0.09,0.14,36.99,80.85,19.88,16.49,0.11,3170,0.28,26.43,7.34,3.60,0.18,296.97,69.20,94.60,73.85,64.86,79.69,84.94,77.49,45.88,77.22,87.29,83.36,55.30,38.88,35.98,29.67,12.45,87.35,57.37,80.70,79.38,83.60,88.55,82.17,35.53,52.83,23.64,90.49,91.50,79.31,71.35,70.17,94.78,72.83,41.24,90.28,60.85,
38481,38481,18,92.10,897,TN,1050.00,0.12,10.90,0.52,0.19,0.67,79.82,348.00,88.30,49.53,14.58,41.65,0.08,0,0,0.18,73.77,0.02,1.10,0.09,0.18,0.18,0.07,0.02,40.89,77.86,18.90,16.88,0.11,3089,0.13,24.88,7.34,7.10,0.11,462.40,94.41,93.70,69.57,88.02,78.12,89.07,76.43,52.24,77.22,90.48,85.78,78.97,73.17,92.28,91.23,20.74,94.47,21.19,50.44,79.38,81.39,82.44,73.41,69.84,82.39,68.23,84.08,93.05,76.70,67.82,32.76,91.48,72.83,76.49,73.11,82.49,
35650,35650,16,77.89,12692,AL,990.00,0.27,11.00,0.36,0.17,0.68,81.23,305.53,91.20,58.54,13.59,25.74,0.14,0.03,0.01,0.22,74.07,0.11,0.90,0.10,0.16,0.16,0.06,0.07,41.73,81.42,19.59,15.57,0.12,4012.23,0.28,22.96,8.51,4.40,0.07,260.30,90.35,65.24,72.73,65.32,74.73,87.68,61.20,43.88,43.01,66.17,79.06,42.37,46.76,80.12,73.47,38.50,93.15,64.52,47.38,94.87,77.43,77.62,68.70,58.37,86.57,17.56,88.88,86.12,86.80,92.91,71.35,84.71,91.96,51.31,53.26,53.96,
35652,35652,11,54.26,9350,AL,890.00,0.31,10.10,0.25,0.08,0.64,83.36,460.50,91.20,59.95,12.61,20.45,0.15,0.19,0.05,0.26,76.35,0.02,0.10,0.10,0.14,0.13,0.04,0.12,37.91,81.92,17.53,13.53,0.11,2545.2,0.18,18.96,8.51,2.30,0.09,267.23,78.59,52.74,41.24,39.21,36.31,91.51,32.53,67.10,43.01,60.95,69.68,26.30,40.34,52.89,51.88,60.74,76.01,16.45,30.22,94.87,72.02,68.38,54.59,42.69,61.03,13.35,70.58,66.59,84.99,39.71,46.54,59.23,91.96,26.65,66.15,55.74,
38372,38372,13,63.31,16870,TN,1030.00,0.22,11.10,0.44,0.18,0.79,80.40,282.60,88.30,50.80,14.50,61.86,0.10,0.89,0.38,0.20,73.26,0.09,0.70,0.09,0.14,0.14,0.06,0.06,37.60,79.62,19.50,16.30,0.11,2774,0.21,24.40,7.34,3.60,0.12,521.31,93.26,76.33,75.74,79.07,77.53,69.36,70.92,39.01,77.22,88.00,85.39,95.71,64.22,14.83,9.42,29.78,96.23,57.64,43.76,79.38,71.15,73.47,69.45,60.83,58.30,42.51,88.43,90.51,78.33,51.48,56.39,90.09,72.83,41.24,78.44,87.47,
36866,36866,16,80.65,4145,AL,1110.00,0.19,11.41,0.43,0.19,0.77,82.16,797.69,91.20,54.22,15.69,13.80,0.08,0.05,0.02,0.20,74.04,0,0.10,0.10,0.24,0.25,0.02,-0.09,43.98,82.31,19.95,15.62,0.13,2810.65,0.24,22.26,8.51,14.50,0.07,692.35,96.70,84.75,83.26,77.24,78.78,73.40,49.18,93.31,43.01,79.91,91.19,9.04,73.15,77.55,67.37,29.07,93.29,7.37,30.22,94.87,91.52,91.76,32.14,87.66,94.34,10.67,90.90,86.48,96.38,53.22,63.51,81.38,91.96,94.60,53.55,95.22,
38469,38469,15,73.79,4296,TN,1050.00,0.29,10.79,0.34,0.14,0.78,81.21,348.00,88.30,51.58,13.17,41.65,0.13,0.02,0.01,0.20,73.77,0.01,0,0.09,0.19,0.18,0.01,0.12,40.36,79.15,18.89,15.66,0.11,3089,0.23,23.77,7.34,7.00,0.08,462.40,94.41,58.62,65.40,60.49,63.36,69.53,61.51,52.24,77.22,86.51,75.27,78.97,48.69,82.28,77.36,28.46,94.47,14.67,14.63,79.38,83.45,83.33,26.10,42.97,79.28,50.89,83.87,86.66,75.67,67.82,60.13,87.92,72.83,75.86,60.11,82.49,
38473,38473,15,75.85,1059,TN,1010.00,0.14,10.90,0.45,0.18,0.85,81.88,408.64,88.30,52.95,12.94,40.79,0.12,0,0,0.12,74.36,0.21,0.50,0.09,0.16,0.12,0,0.25,34.49,79.34,19.76,15.49,0.11,2862.47,0.41,25.59,7.34,1.00,0.07,312.85,92.05,90.93,69.57,80.61,76.72,47.15,53.12,61.82,77.22,83.27,73.19,77.78,54.21,92.28,91.23,1.94,91.73,86.22,39.64,79.38,77.02,65.97,16.82,15.92,33.96,46.98,89.83,85.50,76.98,55.94,86.79,93.22,72.83,17.18,55.08,63.19,
35609,35601,17,83.54,33255,AL,910.00,0.28,11.19,0.46,0.19,0.77,81.73,475.50,91.20,54.46,14.64,31.24,0.07,0.21,0.09,0.30,75.50,0.17,8.20,0.10,0.23,0.23,0.06,-0.08,45.92,80.47,19.88,15.17,0.12,3113,0.37,21.67,8.51,5.30,0.14,180.73,81.70,60.54,77.67,81.79,80.16,73.61,54.96,69.02,43.01,79.20,86.16,57.24,76.78,50.83,37.62,74.48,83.98,79.19,86.63,94.87,90.40,90.53,69.69,87.37,97.40,29.02,90.44,83.00,92.32,68.50,83.59,78.05,91.96,61.43,82.55,36.06,
36877,36877,13,65.49,12884,AL,730.00,0.32,10.30,0.42,0.16,0.87,84.59,493.86,91.20,68.34,10.48,13.81,0.13,0.02,0.01,0.19,77.93,0.17,0.20,0.10,0.11,0.10,0.03,0.12,38.52,82.35,17.23,12.19,0.11,2416.38,0.28,16.53,8.51,7.30,0.12,415.71,40.32,49.45,48.84,75.32,71.47,39.80,18.51,71.09,43.01,22.28,39.77,9.07,50.94,83.05,77.84,24.39,55.03,80.48,32.48,94.87,56.71,55.35,44.91,42.96,66.21,10.40,66.75,47.56,80.01,32.35,71.09,37.92,91.96,77.76,76.66,77.14,
31914,31904,16,79.60,34523,GA,950.00,0.38,10.20,0.37,0.18,0.83,79.91,839.90,88.70,59.21,12.50,19.69,0.17,0.06,0.02,0.30,74.35,0.11,2.40,0.11,0.13,0.13,0.12,0,36.90,75.92,17.60,12.90,0.13,2748,0.33,18.50,7.40,6.70,0.14,566.92,87.11,37.61,43.97,67.09,76.55,52.96,75.68,94.53,71.59,63.62,68.21,23.96,35.11,74.93,65.95,72.73,91.78,65.10,64.93,94.88,69.21,69.08,89.75,73.50,52.01,82.06,71.28,58.07,95.28,50.23,79.49,55.49,75.06,73.75,82.55,89.52,
36087,36088,17,83.39,2539,AL,1150.00,0.42,13.39,0.54,0.38,0.76,79.26,920.90,91.20,54.75,12.61,11.92,0.06,0.13,0.05,0.38,73.30,0.39,0.30,0.10,0.09,0.13,0.13,-0.44,42.49,78.96,23.04,11.46,0.16,2989,0.70,14.08,8.51,14.10,0.07,734.31,97.62,28.94,98.40,89.66,96.39,75.88,81.06,96.33,43.01,78.44,69.73,5.70,79.76,62.66,51.84,89.50,96.15,97.55,35.02,94.87,47.16,69.85,90.87,98.47,89.78,54.95,98.26,37.10,99.66,62.01,97.12,20.35,91.96,94.27,57.19,96.34,
35741,35741,7,34.27,3415,AL,780.00,0.69,8.98,0.22,0.07,0.91,86.56,602.20,91.20,71.77,9.89,24.00,0.39,0.15,0.03,0.12,77.81,0.09,0.70,0.10,0.09,0.06,0.01,0.41,38.91,83.93,14.24,9.77,0.12,2621,0.43,12.07,8.51,0,0.07,610.72,54.38,5.36,9.37,31.49,29.37,21.98,5.84,82.20,43.01,11.43,30.90,37.06,1.77,58.67,59.36,2.28,56.98,56.24,43.76,94.87,46.90,31.79,22.91,4.66,69.41,3.56,23.62,15.71,87.23,43.64,88.21,11.36,91.96,6.93,57.57,91.99,
35754,35754,13,66.05,5699,AL,1000.00,0.41,10.88,0.27,0.15,0.84,81.76,474.07,91.20,58.37,13.45,31.20,0.15,0.15,0.04,0.23,75.50,0.14,5.70,0.10,0.16,0.19,0.02,0.21,43.79,81.98,19.65,15.14,0.11,3110.92,0.07,22.11,8.51,6.80,0.17,181.84,91.36,30.43,68.71,42.54,68.29,52.63,54.63,68.74,43.01,66.83,77.86,57.14,42.89,58.42,55.52,45.83,84.02,73.97,81.02,94.87,78.68,84.17,31.02,22.25,93.87,12.93,89.25,82.86,83.90,68.46,17.59,80.62,91.96,74.51,88.76,36.44,
35808,35808,7,37.10,967,AL,590.00,0.55,8.71,0.19,0.10,0.98,85.58,602.20,91.20,66.33,3.43,24.00,0.27,0,0,0.17,77.81,0.17,3.90,0.10,0.01,0,0,0.23,34.88,85.70,18.93,6.08,0.12,2621,0.19,10.73,8.51,3.60,0.02,610.72,9.97,13.64,6.50,23.72,47.48,5.15,10.85,82.20,43.01,31.15,0.52,37.06,10.82,92.28,91.23,15.64,56.98,80.69,74.20,94.87,5.98,3.07,8.21,17.95,36.38,0.73,84.31,0.40,92.92,43.64,50.76,7.13,91.96,41.24,17.14,91.99,
35809,35808,7,37.10,967,AL,590.00,0.55,8.71,0.19,0.10,0.98,85.58,602.20,91.20,66.33,3.43,24.00,0.27,0,0,0.17,77.81,0.17,3.90,0.10,0.01,0,0,0.23,34.88,85.70,18.93,6.08,0.12,2621,0.19,10.73,8.51,3.60,0.02,610.72,9.97,13.64,6.50,23.72,47.48,5.15,10.85,82.20,43.01,31.15,0.52,37.06,10.82,92.28,91.23,15.64,56.98,80.69,74.20,94.87,5.98,3.07,8.21,17.95,36.38,0.73,84.31,0.40,92.92,43.64,50.76,7.13,91.96,41.24,17.14,91.99,
35812,35808,7,37.10,967,AL,590.00,0.55,8.71,0.19,0.10,0.98,85.58,602.20,91.20,66.33,3.43,24.00,0.27,0,0,0.17,77.81,0.17,3.90,0.10,0.01,0,0,0.23,34.88,85.70,18.93,6.08,0.12,2621,0.19,10.73,8.51,3.60,0.02,610.72,9.97,13.64,6.50,23.72,47.48,5.15,10.85,82.20,43.01,31.15,0.52,37.06,10.82,92.28,91.23,15.64,56.98,80.69,74.20,94.87,5.98,3.07,8.21,17.95,36.38,0.73,84.31,0.40,92.92,43.64,50.76,7.13,91.96,41.24,17.14,91.99,
36088,36088,17,83.39,2539,AL,1150.00,0.42,13.39,0.54,0.38,0.76,79.26,920.90,91.20,54.75,12.61,11.92,0.06,0.13,0.05,0.38,73.30,0.39,0.30,0.10,0.09,0.13,0.13,-0.44,42.49,78.96,23.04,11.46,0.16,2989,0.70,14.08,8.51,14.10,0.07,734.31,97.62,28.94,98.40,89.66,96.39,75.88,81.06,96.33,43.01,78.44,69.73,5.70,79.76,62.66,51.84,89.50,96.15,97.55,35.02,94.87,47.16,69.85,90.87,98.47,89.78,54.95,98.26,37.10,99.66,62.01,97.12,20.35,91.96,94.27,57.19,96.34,
35175,35175,11,55.46,5027,AL,1010.00,0.34,9.70,0.25,0.12,0.85,84.79,372.41,91.20,66.08,11.20,29.02,0.16,0.07,0.02,0.14,74.84,0.14,2.70,0.10,0.16,0.16,0.04,0.19,34.54,82.63,17.11,12.51,0.11,2963.47,0.36,17.32,8.51,5.90,0.06,260.44,92.05,44.43,27.07,37.62,54.54,47.95,16.81,56.85,43.01,32.45,50.91,51.69,37.86,73.88,70.12,5.24,88.80,73.98,67.16,94.87,76.86,78.39,54.60,24.94,34.29,8.59,65.01,52.64,82.85,60.67,82.79,44.98,91.96,67.34,44.06,53.96,
35762,35810,16,80.95,30961,AL,840.00,0.32,12.07,0.48,0.21,0.80,82.82,602.20,91.20,51.19,16.56,24.00,0.06,0.28,0.13,0.34,77.81,0.29,2.90,0.10,0.14,0.15,0.05,-0.27,51.27,79.57,20.40,14.23,0.16,2621,0.53,19.78,8.51,8.20,0.14,610.72,69.20,49.44,92.12,84.26,82.37,65.12,39.74,82.20,43.01,87.34,94.05,37.06,78.58,42.56,29.11,82.52,56.98,93.89,68.54,94.87,72.60,74.14,63.05,95.54,99.78,43.35,92.84,74.33,99.66,43.64,93.25,65.37,91.96,82.46,84.42,91.99,
35810,35810,16,80.95,30961,AL,840.00,0.32,12.07,0.48,0.21,0.80,82.82,602.20,91.20,51.19,16.56,24.00,0.06,0.28,0.13,0.34,77.81,0.29,2.90,0.10,0.14,0.15,0.05,-0.27,51.27,79.57,20.40,14.23,0.16,2621,0.53,19.78,8.51,8.20,0.14,610.72,69.20,49.44,92.12,84.26,82.37,65.12,39.74,82.20,43.01,87.34,94.05,37.06,78.58,42.56,29.11,82.52,56.98,93.89,68.54,94.87,72.60,74.14,63.05,95.54,99.78,43.35,92.84,74.33,99.66,43.64,93.25,65.37,91.96,82.46,84.42,91.99,
35758,35758,6,28.70,47065,AL,750.00,0.68,9.01,0.13,0.05,0.94,86.80,602.20,91.20,71.75,8.31,24.00,0.26,0.12,0.01,0.19,77.81,0.04,3.50,0.10,0.03,0.03,0.02,0.23,38.84,84.78,14.62,8.31,0.12,2621,0.19,10.93,8.51,3.20,0.04,610.72,45.87,5.55,10.37,12.29,21.08,13.51,4.86,82.20,43.01,11.47,12.93,37.06,12.57,64.55,71.48,21.45,56.98,29.71,72.24,94.87,13.83,15.29,30.54,18.34,68.81,1.77,28.61,5.54,93.46,43.64,51.11,7.60,91.96,36.30,28.21,91.99,
35742,35749,6,30.36,24756,AL,800.00,0.47,9.61,0.13,0.04,0.93,86.87,516.34,91.20,67.79,9.50,21.65,0.23,0.29,0.03,0.11,77.78,0.15,2.30,0.10,0.10,0.11,0.03,0.23,41.05,85.44,15.94,9.71,0.13,2669.91,0.16,14.03,8.51,3.50,0.06,484.08,59.65,21.85,24.51,12.94,17.12,17.46,4.57,73.34,43.01,24.41,25.97,29.51,18.45,41.78,59.18,1.73,57.56,75.33,64.10,94.87,56.55,60.88,39.80,18.27,83.20,0.96,47.46,15.35,95.79,46.33,41.22,20.17,91.96,40.02,46.90,84.55,
35749,35749,6,30.36,24756,AL,800.00,0.47,9.61,0.13,0.04,0.93,86.87,516.34,91.20,67.79,9.50,21.65,0.23,0.29,0.03,0.11,77.78,0.15,2.30,0.10,0.10,0.11,0.03,0.23,41.05,85.44,15.94,9.71,0.13,2669.91,0.16,14.03,8.51,3.50,0.06,484.08,59.65,21.85,24.51,12.94,17.12,17.46,4.57,73.34,43.01,24.41,25.97,29.51,18.45,41.78,59.18,1.73,57.56,75.33,64.10,94.87,56.55,60.88,39.80,18.27,83.20,0.96,47.46,15.35,95.79,46.33,41.22,20.17,91.96,40.02,46.90,84.55,
35750,35750,11,57.47,13302,AL,790.00,0.32,10.00,0.31,0.08,0.79,84.01,602.20,91.20,62.81,10.19,24.00,0.15,0.20,0.06,0.21,77.81,0.27,0.90,0.10,0.15,0.14,0.04,0.12,42.80,82.08,18.10,11.79,0.12,2621,0.26,17.89,8.51,6.50,0.07,610.72,55.76,50.19,36.91,53.62,35.53,68.39,24.39,82.20,43.01,48.79,35.53,37.06,42.73,52.49,46.91,34.56,56.98,92.12,47.38,94.87,74.50,73.19,48.78,42.76,90.86,12.24,76.89,41.82,89.89,43.64,66.34,50.20,91.96,72.28,55.78,91.99,
35767,35811,9,44.96,26157,AL,780.00,0.43,10.19,0.24,0.12,0.81,84.52,602.20,91.20,62.21,12.22,24.00,0.21,0.45,0.10,0.20,77.81,0.16,1.70,0.10,0.06,0.07,0.04,0.13,44.13,83.24,17.48,11.97,0.13,2621,0.23,16.68,8.51,5.10,0.09,610.72,54.38,27.78,43.11,35.24,56.43,61.12,18.97,82.20,43.01,51.63,65.02,37.06,23.03,29.28,35.64,30.66,56.98,77.73,58.33,94.87,32.63,41.97,55.32,40.51,94.70,5.58,69.79,44.38,95.89,43.64,60.69,39.16,91.96,59.39,67.76,91.99,
35811,35811,9,44.96,26157,AL,780.00,0.43,10.19,0.24,0.12,0.81,84.52,602.20,91.20,62.21,12.22,24.00,0.21,0.45,0.10,0.20,77.81,0.16,1.70,0.10,0.06,0.07,0.04,0.13,44.13,83.24,17.48,11.97,0.13,2621,0.23,16.68,8.51,5.10,0.09,610.72,54.38,27.78,43.11,35.24,56.43,61.12,18.97,82.20,43.01,51.63,65.02,37.06,23.03,29.28,35.64,30.66,56.98,77.73,58.33,94.87,32.63,41.97,55.32,40.51,94.70,5.58,69.79,44.38,95.89,43.64,60.69,39.16,91.96,59.39,67.76,91.99,
35773,35773,11,54.63,14054,AL,810.00,0.31,10.00,0.31,0.09,0.84,85.08,543.66,91.20,63.55,9.75,22.40,0.13,0.17,0.05,0.17,77.79,0.17,0.70,0.10,0.09,0.09,0.01,0.07,42.07,82.29,17.79,10.93,0.12,2654.34,0.24,16.93,8.51,5.90,0.09,524.39,62.21,52.71,37.68,51.94,40.17,50.84,14.41,76.19,43.01,45.08,29.26,31.53,48.57,55.85,50.36,12.73,57.47,80.61,43.76,94.87,46.34,49.21,25.18,56.86,88.14,10.90,73.55,30.06,94.29,45.34,62.55,41.49,91.96,67.34,67.36,87.56,
